datetime,DSWRF_0_6_W_m2,DSWRF_6_12_W_m2,DSWRF_12_18_W_m2,DSWRF_18_24_W_m2,DSWRF_24h_mean_W_m2,DSWRF_24h_MJ_m2
2019-06-13,0.0,30.0,398.0,76.0,126.0,10.8864
2019-06-14,0.0,24.0,483.0,85.0,148.0,12.7872
2019-06-15,0.0,19.0,404.0,71.0,123.5,10.6704
2019-06-16,0.0,9.0,183.0,42.0,58.5,5.0544
2019-06-17,0.0,27.0,500.0,94.0,155.25,13.4136
2019-06-18,0.0,26.0,498.0,94.0,154.5,13.3488
2019-06-19,0.0,2.0,487.0,103.0,148.0,12.7872
2019-06-20,0.0,29.0,528.0,101.0,164.5,14.212800000000001
2019-06-21,0.0,28.0,502.0,97.0,156.75,13.5432
2019-06-22,0.0,25.0,493.0,97.0,153.75,13.284
2019-06-23,0.0,27.0,502.0,98.0,156.75,13.5432
2019-06-24,0.0,23.0,461.0,82.0,141.5,12.2256
2019-06-25,0.0,27.0,449.0,48.0,131.0,11.3184
2019-06-26,0.0,26.0,418.0,107.0,137.75,11.9016
2019-06-27,0.0,28.0,520.0,99.0,161.75,13.975200000000001
2019-06-28,0.0,3.0,286.0,63.0,88.0,7.6032
2019-06-29,0.0,25.0,370.0,74.0,117.25,10.1304
2019-06-30,0.0,14.0,193.0,8.0,53.75,4.644
2019-07-01,0.0,2.0,49.0,35.0,21.5,1.8576000000000001
2019-07-02,0.0,2.0,16.0,3.0,5.25,0.4536
2019-07-03,0.0,27.0,535.0,107.0,167.25,14.4504
2019-07-04,0.0,28.0,535.0,107.0,167.5,14.472000000000001
2019-07-05,0.0,28.0,548.0,111.0,171.75,14.8392
2019-07-06,0.0,29.0,551.0,111.0,172.75,14.925600000000001
2019-07-07,0.0,30.0,556.0,112.0,174.5,15.0768
2019-07-08,0.0,29.0,550.0,112.0,172.75,14.925600000000001
2019-07-09,0.0,29.0,544.0,108.0,170.25,14.7096
2019-07-10,0.0,22.0,465.0,90.0,144.25,12.4632
2019-07-11,0.0,19.0,471.0,109.0,149.75,12.938400000000001
2019-07-12,0.0,27.0,488.0,15.0,132.5,11.448
2019-07-13,0.0,9.0,194.0,24.0,56.75,4.9032
2019-07-14,0.0,3.0,58.0,62.0,30.75,2.6568
2019-07-15,0.0,21.0,447.0,117.0,146.25,12.636000000000001
2019-07-16,0.0,30.0,562.0,118.0,177.5,15.336
2019-07-17,0.0,32.0,572.0,121.0,181.25,15.66
2019-07-18,0.0,31.0,567.0,120.0,179.5,15.5088
2019-07-19,0.0,15.0,180.0,75.0,67.5,5.832000000000001
2019-07-20,0.0,29.0,538.0,114.0,170.25,14.7096
2019-07-21,0.0,30.0,520.0,88.0,159.5,13.780800000000001
2019-07-22,0.0,12.0,264.0,20.0,74.0,6.3936
2019-07-23,0.0,9.0,303.0,59.0,92.75,8.0136
2019-07-24,0.0,5.0,261.0,44.0,77.5,6.696000000000001
2019-07-25,0.0,6.0,162.0,20.0,47.0,4.0608
2019-07-26,0.0,4.0,176.0,84.0,66.0,5.7024
2019-07-27,0.0,34.0,421.0,36.0,122.75,10.6056
2019-07-28,0.0,35.0,592.0,121.0,187.0,16.1568
2019-07-29,0.0,33.0,554.0,112.0,174.75,15.098400000000002
2019-07-30,0.0,34.0,483.0,55.0,143.0,12.3552
2019-07-31,0.0,22.0,587.0,131.0,185.0,15.984
2019-08-01,0.0,36.0,583.0,128.0,186.75,16.1352
2019-08-02,0.0,6.0,222.0,107.0,83.75,7.236000000000001
2019-08-03,0.0,40.0,621.0,138.0,199.75,17.2584
2019-08-04,0.0,41.0,625.0,142.0,202.0,17.4528
2019-08-05,0.0,42.0,633.0,143.0,204.5,17.6688
2019-08-06,0.0,39.0,601.0,135.0,193.75,16.740000000000002
2019-08-07,0.0,40.0,582.0,138.0,190.0,16.416
2019-08-08,0.0,28.0,474.0,106.0,152.0,13.132800000000001
2019-08-09,0.0,35.0,481.0,82.0,149.5,12.9168
2019-08-10,0.0,13.0,405.0,56.0,118.5,10.2384
2019-08-11,0.0,47.0,637.0,141.0,206.25,17.82
2019-08-12,0.0,9.0,186.0,76.0,67.75,5.8536
2019-08-13,0.0,48.0,664.0,155.0,216.75,18.7272
2019-08-14,0.0,51.0,677.0,156.0,221.0,19.0944
2019-08-15,0.0,51.0,648.0,153.0,213.0,18.403200000000002
2019-08-16,0.0,46.0,639.0,149.0,208.5,18.014400000000002
2019-08-17,0.0,49.0,613.0,110.0,193.0,16.6752
2019-08-18,0.0,18.0,216.0,19.0,63.25,5.4648
2019-08-19,0.0,53.0,684.0,161.0,224.5,19.396800000000002
2019-08-20,0.0,52.0,672.0,159.0,220.75,19.0728
2019-08-21,0.0,56.0,684.0,161.0,225.25,19.4616
2019-08-22,0.0,56.0,683.0,152.0,222.75,19.2456
2019-08-23,0.0,57.0,695.0,165.0,229.25,19.8072
2019-08-24,0.0,61.0,703.0,167.0,232.75,20.1096
2019-08-25,0.0,61.0,706.0,168.0,233.75,20.196
2019-08-26,0.0,56.0,476.0,31.0,140.75,12.1608
2019-08-27,0.0,60.0,692.0,164.0,229.0,19.785600000000002
2019-08-28,0.0,63.0,707.0,168.0,234.5,20.2608
2019-08-29,0.0,64.0,703.0,166.0,233.25,20.152800000000003
2019-08-30,0.0,65.0,706.0,168.0,234.75,20.282400000000003
2019-08-31,0.0,29.0,154.0,49.0,58.0,5.0112000000000005
2019-09-01,0.0,63.0,702.0,172.0,234.25,20.2392
2019-09-02,0.0,75.0,755.0,179.0,252.25,21.7944
2019-09-03,0.0,74.0,741.0,177.0,248.0,21.427200000000003
2019-09-04,0.0,75.0,751.0,178.0,251.0,21.686400000000003
2019-09-05,0.0,55.0,642.0,143.0,210.0,18.144000000000002
2019-09-06,0.0,68.0,698.0,161.0,231.75,20.023200000000003
2019-09-07,0.0,20.0,645.0,140.0,201.25,17.388
2019-09-08,0.0,47.0,573.0,166.0,196.5,16.977600000000002
2019-09-09,0.0,69.0,734.0,180.0,245.75,21.2328
2019-09-10,0.0,70.0,588.0,152.0,202.5,17.496000000000002
2019-09-11,0.0,51.0,504.0,113.0,167.0,14.4288
2019-09-12,0.0,6.0,187.0,122.0,78.75,6.804
2019-09-13,0.0,79.0,760.0,192.0,257.75,22.2696
2019-09-14,0.0,87.0,714.0,124.0,231.25,19.98
2019-09-15,0.0,89.0,769.0,187.0,261.25,22.572000000000003
2019-09-16,0.0,92.0,779.0,165.0,259.0,22.3776
2019-09-17,0.0,39.0,502.0,70.0,152.75,13.197600000000001
2019-09-18,0.0,21.0,345.0,162.0,132.0,11.4048
2019-09-19,0.0,97.0,616.0,161.0,218.5,18.878400000000003
2019-09-20,0.0,87.0,725.0,197.0,252.25,21.7944
2019-09-21,0.0,108.0,841.0,210.0,289.75,25.0344
2019-09-22,0.0,115.0,865.0,210.0,297.5,25.704
2019-09-23,0.0,111.0,851.0,209.0,292.75,25.2936
2019-09-24,0.0,76.0,788.0,193.0,264.25,22.831200000000003
2019-09-25,0.0,100.0,846.0,209.0,288.75,24.948
2019-09-26,0.0,114.0,844.0,210.0,292.0,25.2288
2019-09-27,0.0,117.0,816.0,180.0,278.25,24.0408
2019-09-28,0.0,117.0,844.0,193.0,288.5,24.9264
2019-09-29,0.0,119.0,853.0,213.0,296.25,25.596
2019-09-30,0.0,123.0,867.0,215.0,301.25,26.028000000000002
2019-10-01,0.0,115.0,851.0,211.0,294.25,25.4232
2019-10-02,0.0,71.0,437.0,34.0,135.5,11.7072
2019-10-03,0.0,18.0,227.0,118.0,90.75,7.840800000000001
2019-10-04,0.0,22.0,522.0,128.0,168.0,14.5152
2019-10-05,0.0,3.0,42.0,13.0,14.5,1.2528000000000001
2019-10-06,0.0,51.0,500.0,146.0,174.25,15.055200000000001
2019-10-07,0.0,130.0,850.0,196.0,294.0,25.401600000000002
2019-10-08,0.0,116.0,860.0,226.0,300.5,25.9632
2019-10-09,0.0,141.0,900.0,226.0,316.75,27.3672
2019-10-10,0.0,142.0,890.0,224.0,314.0,27.1296
2019-10-11,0.0,145.0,890.0,224.0,314.75,27.1944
2019-10-12,0.0,140.0,880.0,223.0,310.75,26.8488
2019-10-13,0.0,142.0,805.0,90.0,259.25,22.3992
2019-10-14,0.0,100.0,500.0,59.0,164.75,14.2344
2019-10-15,0.0,12.0,220.0,100.0,83.0,7.171200000000001
2019-10-16,0.0,40.0,180.0,128.0,87.0,7.516800000000001
2019-10-17,0.0,130.0,800.0,170.0,275.0,23.76
2019-10-18,0.0,90.0,510.0,162.0,190.5,16.4592
2019-10-19,0.0,80.0,830.0,226.0,284.0,24.5376
2019-10-20,0.0,130.0,760.0,54.0,236.0,20.3904
2019-10-21,0.0,17.0,240.0,78.0,83.75,7.236000000000001
2019-10-22,0.0,153.0,880.0,246.0,319.75,27.6264
2019-10-23,0.0,162.0,850.0,232.0,311.0,26.8704
2019-10-24,0.0,160.0,930.0,244.0,333.5,28.814400000000003
2019-10-25,0.0,170.0,950.0,251.0,342.75,29.6136
2019-10-26,0.0,180.0,960.0,247.0,346.75,29.959200000000003
2019-10-27,0.0,130.0,430.0,179.0,184.75,15.9624
2019-10-28,0.0,150.0,910.0,222.0,320.5,27.691200000000002
2019-10-29,0.0,170.0,920.0,197.0,321.75,27.799200000000003
2019-10-30,0.0,170.0,920.0,247.0,334.25,28.8792
2019-10-31,0.0,60.0,650.0,191.0,225.25,19.4616
2019-11-01,0.0,170.0,920.0,246.0,334.0,28.8576
2019-11-02,0.0,170.0,910.0,237.0,329.25,28.447200000000002
2019-11-03,0.0,130.0,740.0,180.0,262.5,22.68
2019-11-04,0.0,140.0,310.0,225.0,168.75,14.58
2019-11-05,0.0,90.0,390.0,158.0,159.5,13.780800000000001
2019-11-06,0.0,170.0,890.0,251.0,327.75,28.317600000000002
2019-11-07,0.0,80.0,560.0,223.0,215.75,18.640800000000002
2019-11-08,0.0,180.0,940.0,254.0,343.5,29.6784
2019-11-09,0.0,180.0,920.0,241.0,335.25,28.965600000000002
2019-11-10,0.0,150.0,830.0,254.0,308.5,26.654400000000003
2019-11-11,0.0,190.0,910.0,258.0,339.5,29.332800000000002
2019-11-12,0.0,173.0,880.0,191.0,311.0,26.8704
2019-11-13,0.0,60.0,140.0,14.0,53.5,4.6224
2019-11-14,0.0,15.0,890.0,275.0,295.0,25.488000000000003
2019-11-15,0.0,190.0,980.0,281.0,362.75,31.341600000000003
2019-11-16,0.0,200.0,1010.0,286.0,374.0,32.3136
2019-11-17,0.0,200.0,980.0,268.0,362.0,31.2768
2019-11-18,0.0,190.0,850.0,215.0,313.75,27.108
2019-11-19,0.0,190.0,830.0,186.0,301.5,26.0496
2019-11-20,0.0,190.0,980.0,282.0,363.0,31.363200000000003
2019-11-21,0.0,190.0,960.0,282.0,358.0,30.9312
2019-11-22,0.0,190.0,790.0,260.0,310.0,26.784000000000002
2019-11-23,0.0,190.0,930.0,290.0,352.5,30.456000000000003
2019-11-24,0.0,200.0,990.0,291.0,370.25,31.989600000000003
2019-11-25,0.0,190.0,980.0,290.0,365.0,31.536
2019-11-26,0.0,160.0,420.0,26.0,151.5,13.0896
2019-11-27,0.0,30.0,500.0,288.0,204.5,17.6688
2019-11-28,0.0,210.0,1030.0,310.0,387.5,33.480000000000004
2019-11-29,0.0,200.0,990.0,280.0,367.5,31.752000000000002
2019-11-30,0.0,170.0,850.0,220.0,310.0,26.784000000000002
2019-12-01,0.0,150.0,990.0,305.0,361.25,31.212000000000003
2019-12-02,0.0,200.0,1010.0,290.0,375.0,32.4
2019-12-03,0.0,190.0,990.0,306.0,371.5,32.0976
2019-12-04,0.0,140.0,910.0,256.0,326.5,28.209600000000002
2019-12-05,0.0,170.0,990.0,320.0,370.0,31.968
2019-12-06,0.0,200.0,1020.0,320.0,385.0,33.264
2019-12-07,0.0,200.0,1000.0,310.0,377.5,32.616
2019-12-08,0.0,190.0,990.0,310.0,372.5,32.184000000000005
2019-12-09,0.0,190.0,840.0,90.0,280.0,24.192
2019-12-10,0.0,190.0,990.0,300.0,370.0,31.968
2019-12-11,0.0,190.0,960.0,200.0,337.5,29.16
2019-12-12,0.0,180.0,780.0,230.0,297.5,25.704
2019-12-13,0.0,190.0,1000.0,320.0,377.5,32.616
2019-12-14,0.0,190.0,970.0,200.0,340.0,29.376
2019-12-15,0.0,180.0,700.0,200.0,270.0,23.328000000000003
2019-12-16,0.0,40.0,440.0,120.0,150.0,12.96
2019-12-17,0.0,110.0,800.0,320.0,307.5,26.568
2019-12-18,0.0,190.0,950.0,270.0,352.5,30.456000000000003
2019-12-19,0.0,180.0,980.0,320.0,370.0,31.968
2019-12-20,0.0,180.0,970.0,320.0,367.5,31.752000000000002
2019-12-21,0.0,60.0,470.0,190.0,180.0,15.552000000000001
2019-12-22,0.0,190.0,1020.0,350.0,390.0,33.696000000000005
2019-12-23,0.0,190.0,1030.0,350.0,392.5,33.912
2019-12-24,0.0,190.0,1030.0,350.0,392.5,33.912
2019-12-25,0.0,180.0,990.0,330.0,375.0,32.4
2019-12-26,0.0,180.0,930.0,280.0,347.5,30.024
2019-12-27,0.0,170.0,930.0,330.0,357.5,30.888
2019-12-28,0.0,140.0,880.0,312.0,333.0,28.7712
2019-12-29,0.0,170.0,970.0,310.0,362.5,31.32
2019-12-30,0.0,160.0,930.0,302.0,348.0,30.067200000000003
2019-12-31,0.0,150.0,950.0,321.0,355.25,30.6936
2020-01-01,0.0,170.0,930.0,333.0,358.25,30.9528
2020-01-02,0.0,70.0,630.0,305.0,251.25,21.708000000000002
2020-01-03,0.0,110.0,870.0,344.0,331.0,28.5984
2020-01-04,0.0,90.0,930.0,325.0,336.25,29.052000000000003
2020-01-05,0.0,170.0,950.0,290.0,352.5,30.456000000000003
2020-01-06,0.0,160.0,980.0,260.0,350.0,30.240000000000002
2020-01-07,0.0,150.0,940.0,280.0,342.5,29.592000000000002
2020-01-08,0.0,160.0,940.0,340.0,360.0,31.104000000000003
2020-01-09,0.0,160.0,890.0,280.0,332.5,28.728
2020-01-10,0.0,120.0,890.0,240.0,312.5,27.0
2020-01-11,0.0,150.0,840.0,281.0,317.75,27.4536
2020-01-12,0.0,160.0,940.0,338.0,359.5,31.0608
2020-01-13,0.0,150.0,900.0,330.0,345.0,29.808
2020-01-14,0.0,50.0,680.0,270.0,250.0,21.6
2020-01-15,0.0,60.0,900.0,270.0,307.5,26.568
2020-01-16,0.0,30.0,160.0,110.0,75.0,6.48
2020-01-17,0.0,150.0,990.0,350.0,372.5,32.184000000000005
2020-01-18,0.0,150.0,810.0,314.0,318.5,27.5184
2020-01-19,0.0,73.0,910.0,332.0,328.75,28.404
2020-01-20,0.0,110.0,448.0,85.0,160.75,13.888800000000002
2020-01-21,0.0,20.0,170.0,15.0,51.25,4.428
2020-01-22,0.0,3.0,100.0,48.0,37.75,3.2616
2020-01-23,0.0,27.0,750.0,330.0,276.75,23.9112
2020-01-24,0.0,140.0,980.0,353.0,368.25,31.8168
2020-01-25,0.0,150.0,990.0,355.0,373.75,32.292
2020-01-26,0.0,140.0,970.0,345.0,363.75,31.428
2020-01-27,0.0,110.0,890.0,318.0,329.5,28.4688
2020-01-28,0.0,130.0,950.0,340.0,355.0,30.672
2020-01-29,0.0,20.0,510.0,257.0,196.75,16.999200000000002
2020-01-30,0.0,13.0,210.0,244.0,116.75,10.087200000000001
2020-01-31,0.0,120.0,850.0,283.0,313.25,27.0648
2020-02-01,0.0,130.0,960.0,342.0,358.0,30.9312
2020-02-02,0.0,130.0,940.0,337.0,351.75,30.3912
2020-02-03,0.0,130.0,870.0,333.0,333.25,28.792800000000003
2020-02-04,0.0,130.0,940.0,333.0,350.75,30.3048
2020-02-05,0.0,120.0,920.0,307.0,336.75,29.095200000000002
2020-02-06,0.0,120.0,930.0,328.0,344.5,29.7648
2020-02-07,0.0,120.0,920.0,321.0,340.25,29.3976
2020-02-08,0.0,120.0,910.0,318.0,337.0,29.1168
2020-02-09,0.0,70.0,560.0,309.0,234.75,20.282400000000003
2020-02-10,0.0,120.0,940.0,331.0,347.75,30.0456
2020-02-11,0.0,120.0,870.0,323.0,328.25,28.3608
2020-02-12,0.0,100.0,920.0,322.0,335.5,28.9872
2020-02-13,0.0,119.0,880.0,317.0,329.0,28.425600000000003
2020-02-14,0.0,117.0,827.0,148.0,273.0,23.587200000000003
2020-02-15,0.0,6.0,537.0,289.0,208.0,17.9712
2020-02-16,0.0,112.0,799.0,248.0,289.75,25.0344
2020-02-17,0.0,104.0,551.0,269.0,231.0,19.9584
2020-02-18,0.0,108.0,671.0,38.0,204.25,17.6472
2020-02-19,0.0,101.0,827.0,276.0,301.0,26.006400000000003
2020-02-20,0.0,114.0,917.0,308.0,334.75,28.922400000000003
2020-02-21,0.0,39.0,905.0,313.0,314.25,27.151200000000003
2020-02-22,0.0,117.0,951.0,319.0,346.75,29.959200000000003
2020-02-23,0.0,106.0,721.0,290.0,279.25,24.127200000000002
2020-02-24,0.0,85.0,802.0,254.0,285.25,24.6456
2020-02-25,0.0,102.0,735.0,282.0,279.75,24.1704
2020-02-26,0.0,105.0,703.0,291.0,274.75,23.738400000000002
2020-02-27,0.0,108.0,911.0,296.0,328.75,28.404
2020-02-28,0.0,107.0,907.0,293.0,326.75,28.2312
2020-02-29,0.0,105.0,896.0,276.0,319.25,27.5832
2020-03-01,0.0,105.0,904.0,290.0,324.75,28.058400000000002
2020-03-02,0.0,104.0,891.0,282.0,319.25,27.5832
2020-03-03,0.0,101.0,878.0,229.0,302.0,26.0928
2020-03-04,0.0,100.0,883.0,280.0,315.75,27.280800000000003
2020-03-05,0.0,102.0,894.0,280.0,319.0,27.561600000000002
2020-03-06,0.0,99.0,882.0,276.0,314.25,27.151200000000003
2020-03-07,0.0,83.0,742.0,227.0,263.0,22.723200000000002
2020-03-08,0.0,95.0,857.0,255.0,301.75,26.0712
2020-03-09,0.0,96.0,859.0,262.0,304.25,26.287200000000002
2020-03-10,0.0,90.0,854.0,260.0,301.0,26.006400000000003
2020-03-11,0.0,90.0,846.0,255.0,297.75,25.7256
2020-03-12,0.0,92.0,840.0,223.0,288.75,24.948
2020-03-13,0.0,90.0,834.0,248.0,293.0,25.3152
2020-03-14,0.0,90.0,833.0,247.0,292.5,25.272000000000002
2020-03-15,0.0,80.0,769.0,57.0,226.5,19.5696
2020-03-16,0.0,45.0,493.0,96.0,158.5,13.6944
2020-03-17,0.0,86.0,815.0,218.0,279.75,24.1704
2020-03-18,0.0,82.0,653.0,58.0,198.25,17.128800000000002
2020-03-19,0.0,12.0,595.0,234.0,210.25,18.1656
2020-03-20,0.0,88.0,834.0,237.0,289.75,25.0344
2020-03-21,0.0,90.0,831.0,236.0,289.25,24.991200000000003
2020-03-22,0.0,90.0,828.0,232.0,287.5,24.84
2020-03-23,0.0,84.0,811.0,224.0,279.75,24.1704
2020-03-24,0.0,83.0,810.0,225.0,279.5,24.1488
2020-03-25,0.0,82.0,786.0,191.0,264.75,22.8744
2020-03-26,0.0,82.0,768.0,216.0,266.5,23.0256
2020-03-27,0.0,81.0,766.0,185.0,258.0,22.2912
2020-03-28,0.0,23.0,241.0,127.0,97.75,8.4456
2020-03-29,0.0,74.0,752.0,181.0,251.75,21.7512
2020-03-30,0.0,70.0,689.0,107.0,216.5,18.7056
2020-03-31,0.0,70.0,598.0,124.0,198.0,17.107200000000002
2020-04-01,0.0,70.0,711.0,144.0,231.25,19.98
2020-04-02,0.0,0.0,69.0,124.0,48.25,4.1688
2020-04-03,0.0,46.0,627.0,117.0,197.5,17.064
2020-04-04,0.0,80.0,772.0,196.0,262.0,22.6368
2020-04-05,0.0,70.0,754.0,162.0,246.5,21.297600000000003
2020-04-06,0.0,10.0,129.0,147.0,71.5,6.1776
2020-04-07,0.0,70.0,757.0,192.0,254.75,22.0104
2020-04-08,0.0,70.0,765.0,188.0,255.75,22.0968
2020-04-09,0.0,72.0,760.0,184.0,254.0,21.945600000000002
2020-04-10,0.0,70.0,747.0,181.0,249.5,21.556800000000003
2020-04-11,0.0,69.0,739.0,177.0,246.25,21.276
2020-04-12,0.0,69.0,740.0,177.0,246.5,21.297600000000003
2020-04-13,0.0,63.0,696.0,78.0,209.25,18.0792
2020-04-14,0.0,36.0,345.0,169.0,137.5,11.88
2020-04-15,0.0,68.0,736.0,172.0,244.0,21.0816
2020-04-16,0.0,65.0,718.0,167.0,237.5,20.52
2020-04-17,0.0,63.0,700.0,159.0,230.5,19.915200000000002
2020-04-18,0.0,63.0,700.0,159.0,230.5,19.915200000000002
2020-04-19,0.0,62.0,694.0,156.0,228.0,19.6992
2020-04-20,0.0,61.0,690.0,154.0,226.25,19.548000000000002
2020-04-21,0.0,60.0,687.0,153.0,225.0,19.44
2020-04-22,0.0,60.0,677.0,135.0,218.0,18.8352
2020-04-23,0.0,59.0,678.0,149.0,221.5,19.137600000000003
2020-04-24,0.0,59.0,679.0,148.0,221.5,19.137600000000003
2020-04-25,0.0,56.0,656.0,139.0,212.75,18.381600000000002
2020-04-26,0.0,51.0,503.0,97.0,162.75,14.0616
2020-04-27,0.0,50.0,575.0,105.0,182.5,15.768
2020-04-28,0.0,52.0,635.0,134.0,205.25,17.733600000000003
2020-04-29,0.0,35.0,527.0,127.0,172.25,14.8824
2020-04-30,0.0,51.0,626.0,130.0,201.75,17.4312
2020-05-01,0.0,9.0,292.0,65.0,91.5,7.905600000000001
2020-05-02,0.0,54.0,650.0,135.0,209.75,18.122400000000003
2020-05-03,0.0,53.0,653.0,128.0,208.5,18.014400000000002
2020-05-04,0.0,49.0,587.0,120.0,189.0,16.3296
2020-05-05,0.0,24.0,512.0,78.0,153.5,13.262400000000001
2020-05-06,0.0,49.0,637.0,129.0,203.75,17.604
2020-05-07,0.0,50.0,633.0,125.0,202.0,17.4528
2020-05-08,0.0,49.0,631.0,126.0,201.5,17.4096
2020-05-09,0.0,49.0,625.0,124.0,199.5,17.236800000000002
2020-05-10,0.0,47.0,610.0,113.0,192.5,16.632
2020-05-11,0.0,35.0,545.0,110.0,172.5,14.904
2020-05-12,0.0,9.0,71.0,9.0,22.25,1.9224
2020-05-13,0.0,3.0,265.0,104.0,93.0,8.0352
2020-05-14,0.0,44.0,605.0,117.0,191.5,16.5456
2020-05-15,0.0,46.0,615.0,119.0,195.0,16.848000000000003
2020-05-16,0.0,42.0,586.0,112.0,185.0,15.984
2020-05-17,0.0,42.0,586.0,112.0,185.0,15.984
2020-05-18,0.0,42.0,584.0,111.0,184.25,15.9192
2020-05-19,0.0,40.0,577.0,110.0,181.75,15.7032
2020-05-20,0.0,39.0,564.0,106.0,177.25,15.314400000000001
2020-05-21,0.0,26.0,288.0,47.0,90.25,7.7976
2020-05-22,0.0,4.0,242.0,10.0,64.0,5.5296
2020-05-23,0.0,2.0,35.0,3.0,10.0,0.8640000000000001
2020-05-24,0.0,5.0,174.0,52.0,57.75,4.9896
2020-05-25,0.0,40.0,562.0,106.0,177.0,15.292800000000002
2020-05-26,0.0,40.0,358.0,70.0,117.0,10.1088
2020-05-27,0.0,36.0,554.0,104.0,173.5,14.990400000000001
2020-05-28,0.0,40.0,560.0,104.0,176.0,15.2064
2020-05-29,0.0,40.0,560.0,105.0,176.25,15.228000000000002
2020-05-30,0.0,40.0,553.0,102.0,173.75,15.012
2020-05-31,0.0,0.0,46.0,3.0,12.25,1.0584
2020-06-01,0.0,33.0,519.0,52.0,151.0,13.0464
2020-06-02,0.0,33.0,546.0,102.0,170.25,14.7096
2020-06-03,0.0,30.0,556.0,103.0,172.25,14.8824
2020-06-04,0.0,24.0,202.0,23.0,62.25,5.3784
2020-06-05,0.0,12.0,270.0,2.0,71.0,6.1344
2020-06-06,0.0,0.0,76.0,23.0,24.75,2.1384000000000003
2020-06-07,0.0,30.0,453.0,80.0,140.75,12.1608
2020-06-08,0.0,10.0,242.0,46.0,74.5,6.436800000000001
2020-06-09,0.0,19.0,195.0,15.0,57.25,4.946400000000001
2020-06-10,0.0,3.0,108.0,29.0,35.0,3.024
2020-06-11,0.0,21.0,384.0,91.0,124.0,10.713600000000001
2020-06-12,0.0,28.0,499.0,91.0,154.5,13.3488
2020-06-13,0.0,2.0,278.0,66.0,86.5,7.4736
2020-06-14,0.0,31.0,546.0,103.0,170.0,14.688
2020-06-15,0.0,17.0,357.0,65.0,109.75,9.4824
2020-06-16,0.0,21.0,474.0,76.0,142.75,12.3336
2020-06-17,0.0,28.0,511.0,96.0,158.75,13.716000000000001
2020-06-18,0.0,17.0,197.0,24.0,59.5,5.1408000000000005
2020-06-19,0.0,16.0,263.0,74.0,88.25,7.6248000000000005
2020-06-20,0.0,17.0,459.0,94.0,142.5,12.312000000000001
2020-06-21,0.0,27.0,508.0,96.0,157.75,13.6296
2020-06-22,0.0,26.0,503.0,96.0,156.25,13.5
2020-06-23,0.0,20.0,394.0,96.0,127.5,11.016
2020-06-24,0.0,30.0,484.0,85.0,149.75,12.938400000000001
2020-06-25,0.0,4.0,35.0,7.0,11.5,0.9936
2020-06-26,0.0,19.0,419.0,67.0,126.25,10.908000000000001
2020-06-27,0.0,26.0,516.0,92.0,158.5,13.6944
2020-06-28,0.0,21.0,522.0,102.0,161.25,13.932
2020-06-29,0.0,14.0,83.0,11.0,27.0,2.3328
2020-06-30,0.0,7.0,77.0,60.0,36.0,3.1104000000000003
2020-07-01,0.0,5.0,94.0,14.0,28.25,2.4408000000000003
2020-07-02,0.0,20.0,292.0,36.0,87.0,7.516800000000001
2020-07-03,0.0,28.0,540.0,108.0,169.0,14.601600000000001
2020-07-04,0.0,29.0,416.0,43.0,122.0,10.5408
2020-07-05,0.0,1.0,301.0,46.0,87.0,7.516800000000001
2020-07-06,0.0,6.0,166.0,21.0,48.25,4.1688
2020-07-07,0.0,1.0,37.0,4.0,10.5,0.9072
2020-07-08,0.0,4.0,96.0,19.0,29.75,2.5704000000000002
2020-07-09,0.0,28.0,528.0,94.0,162.5,14.040000000000001
2020-07-10,0.0,30.0,560.0,110.0,175.0,15.120000000000001
2020-07-11,0.0,2.0,191.0,43.0,59.0,5.0976
2020-07-12,0.0,22.0,212.0,100.0,83.5,7.2144
2020-07-13,0.0,12.0,219.0,16.0,61.75,5.3352
2020-07-14,0.0,31.0,573.0,121.0,181.25,15.66
2020-07-15,0.0,32.0,576.0,58.0,166.5,14.3856
2020-07-16,0.0,7.0,104.0,11.0,30.5,2.6352
2020-07-17,0.0,20.0,509.0,110.0,159.75,13.8024
2020-07-18,0.0,29.0,541.0,115.0,171.25,14.796000000000001
2020-07-19,0.0,30.0,545.0,116.0,172.75,14.925600000000001
2020-07-20,0.0,26.0,537.0,116.0,169.75,14.666400000000001
2020-07-21,0.0,24.0,478.0,99.0,150.25,12.9816
2020-07-22,0.0,24.0,475.0,103.0,150.5,13.003200000000001
2020-07-23,0.0,26.0,526.0,115.0,166.75,14.407200000000001
2020-07-24,0.0,21.0,328.0,64.0,103.25,8.9208
2020-07-25,0.0,8.0,535.0,114.0,164.25,14.1912
2020-07-26,0.0,28.0,537.0,112.0,169.25,14.6232
2020-07-27,0.0,15.0,377.0,116.0,127.0,10.972800000000001
2020-07-28,0.0,14.0,197.0,70.0,70.25,6.0696
2020-07-29,0.0,38.0,618.0,137.0,198.25,17.128800000000002
2020-07-30,0.0,38.0,605.0,134.0,194.25,16.7832
2020-07-31,0.0,33.0,358.0,21.0,103.0,8.8992
2020-08-01,0.0,36.0,584.0,130.0,187.5,16.2
2020-08-02,0.0,38.0,596.0,133.0,191.75,16.5672
2020-08-03,0.0,39.0,604.0,136.0,194.75,16.8264
2020-08-04,0.0,40.0,611.0,139.0,197.5,17.064
2020-08-05,0.0,41.0,622.0,141.0,201.0,17.366400000000002
2020-08-06,0.0,42.0,627.0,142.0,202.75,17.5176
2020-08-07,0.0,42.0,622.0,142.0,201.5,17.4096
